userId,submitDate,progressCreatedAt,taskId,isChecked,hasComment
69818086f7c0b0206cb6e7aa,2026-01-28,2026-01-29T05:06:00.203Z,697b1e2cc01f188423ea7e16,true,true
697b4587cb49ac60fcc81a53,2026-01-29,2026-01-30T05:09:31.591Z,697b1e3bc671c89acb64125a,true,true
697b4587cb49ac60fcc81a53,2026-01-29,2026-01-30T05:09:31.591Z,697b1e3bc671c89acb64125e,true,false
697b4587cb49ac60fcc81a53,2026-01-29,2026-01-30T05:09:31.591Z,697b1e3bc671c89acb64125d,true,true
697b4587cb49ac60fcc81a53,2026-01-29,2026-01-30T05:09:31.591Z,697b1e3bc671c89acb641262,false,false
697b4587cb49ac60fcc81a53,2026-01-29,2026-01-30T05:09:31.591Z,697b1e3bc671c89acb641261,false,false
697c92ca32312d496289807b,2026-01-29,2026-01-30T12:39:26.845Z,697b1e3bc671c89acb64125a,true,true
697c92ca32312d496289807b,2026-01-29,2026-01-30T12:39:26.845Z,697b1e3bc671c89acb64125b,false,true
697c92ca32312d496289807b,2026-01-29,2026-01-30T12:39:26.845Z,697b1e3bc671c89acb64125c,false,true
697c92ca32312d496289807b,2026-01-29,2026-01-30T12:39:26.845Z,697b1e3bc671c89acb64125d,true,false
697c92ca32312d496289807b,2026-01-29,2026-01-30T12:39:26.845Z,697b1e3bc671c89acb64125e,true,false
697c92ca32312d496289807b,2026-01-29,2026-01-30T12:39:26.845Z,697b1e3bc671c89acb64125f,false,false
697c92ca32312d496289807b,2026-01-29,2026-01-30T12:39:26.845Z,697b1e3bc671c89acb641260,false,false
697c92ca32312d496289807b,2026-01-29,2026-01-30T12:39:26.845Z,697b1e3bc671c89acb641261,false,false
697c92ca32312d496289807b,2026-01-29,2026-01-30T12:39:26.845Z,697b1e3bc671c89acb641262,true,false
697c92ca32312d496289807b,2026-01-29,2026-01-30T12:39:26.845Z,697b1e3bc671c89acb641263,true,true
697f70cc24f27d5fc87eb067,2026-01-31,2026-02-01T15:28:34.155Z,697b1e3bc671c89acb64125a,true,true
697f70cc24f27d5fc87eb067,2026-01-31,2026-02-01T15:28:34.155Z,697b1e3bc671c89acb64125b,false,false
697f70cc24f27d5fc87eb067,2026-01-31,2026-02-01T15:28:34.155Z,697b1e3bc671c89acb641265,false,false
697f70cc24f27d5fc87eb067,2026-01-31,2026-02-01T15:28:34.155Z,697b1e3bc671c89acb641264,true,true
697f70cc24f27d5fc87eb067,2026-01-31,2026-02-01T15:28:34.155Z,697b1e3bc671c89acb64125c,false,true
697f70cc24f27d5fc87eb067,2026-01-31,2026-02-01T15:28:34.155Z,697b1e3bc671c89acb64125d,true,false
697f729286a5f75fe276dfdc,2026-01-31,2026-02-01T15:36:01.962Z,697b1e3bc671c89acb64125a,true,true
697f729286a5f75fe276dfdc,2026-01-31,2026-02-01T15:36:01.962Z,697b1e3bc671c89acb64125d,true,false
697f729286a5f75fe276dfdc,2026-01-31,2026-02-01T15:36:01.962Z,697b1e3bc671c89acb64125b,false,false
697f729286a5f75fe276dfdc,2026-01-31,2026-02-01T15:36:01.962Z,697b1e3bc671c89acb641263,false,false
697f729286a5f75fe276dfdc,2026-01-31,2026-02-01T15:36:01.962Z,697b1e3bc671c89acb641262,false,false
697f729286a5f75fe276dfdc,2026-01-31,2026-02-01T15:36:01.962Z,697b1e3bc671c89acb641265,true,false
697f729286a5f75fe276dfdc,2026-01-31,2026-02-01T15:36:01.962Z,697b1e3bc671c89acb641264,true,false
697f70cc24f27d5fc87eb067,2026-02-01,2026-02-01T18:34:20.221Z,697b1e3bc671c89acb64125a,true,true
697f70cc24f27d5fc87eb067,2026-02-01,2026-02-01T18:34:20.221Z,697b1e3bc671c89acb64125b,true,true
697f70cc24f27d5fc87eb067,2026-02-01,2026-02-01T18:34:20.221Z,697b1e3bc671c89acb641265,false,false
697f70cc24f27d5fc87eb067,2026-02-01,2026-02-01T18:34:20.221Z,697b1e3bc671c89acb641264,false,false
697f70cc24f27d5fc87eb067,2026-02-01,2026-02-01T18:34:20.221Z,697b1e3bc671c89acb64125c,true,false
697f70cc24f27d5fc87eb067,2026-02-01,2026-02-01T18:34:20.221Z,697b1e3bc671c89acb64125d,true,false
697c92ca32312d496289807b,2026-02-01,2026-02-01T18:45:26.884Z,697b1e3bc671c89acb64125a,true,false
697c92ca32312d496289807b,2026-02-01,2026-02-01T18:45:26.884Z,697b1e3bc671c89acb64125b,false,false
697c92ca32312d496289807b,2026-02-01,2026-02-01T18:45:26.884Z,697b1e3bc671c89acb64125c,true,false
697c92ca32312d496289807b,2026-02-01,2026-02-01T18:45:26.884Z,697b1e3bc671c89acb64125d,false,false
697c92ca32312d496289807b,2026-02-01,2026-02-01T18:45:26.884Z,697b1e3bc671c89acb64125e,false,false
697c92ca32312d496289807b,2026-02-01,2026-02-01T18:45:26.884Z,697b1e3bc671c89acb64125f,true,false
697c92ca32312d496289807b,2026-02-01,2026-02-01T18:45:26.884Z,697b1e3bc671c89acb641260,false,false
697c92ca32312d496289807b,2026-02-01,2026-02-01T18:45:26.884Z,697b1e3bc671c89acb641261,true,false
697c92ca32312d496289807b,2026-02-01,2026-02-01T18:45:26.884Z,697b1e3bc671c89acb641262,false,false
697c92ca32312d496289807b,2026-02-01,2026-02-01T18:45:26.884Z,697b1e3bc671c89acb641263,true,false
6969e73b06e4340567f12968,2026-02-02,2026-02-02T18:57:40.585Z,697b1e2cc01f188423ea7e10,false,false
6969e73b06e4340567f12968,2026-02-02,2026-02-02T18:57:40.585Z,697b1e2cc01f188423ea7e12,false,false
6969e73b06e4340567f12968,2026-02-02,2026-02-02T18:57:40.585Z,697b1e2cc01f188423ea7e14,true,false
6969e73b06e4340567f12968,2026-02-02,2026-02-02T18:57:40.585Z,697b1e2cc01f188423ea7e17,false,false
6969e73b06e4340567f12968,2026-02-02,2026-02-02T18:57:40.585Z,697b1e2cc01f188423ea7e1a,false,false
69818086f7c0b0206cb6e7aa,2026-02-02,2026-02-03T05:06:00.203Z,697b1e2cc01f188423ea7e10,true,true
69818086f7c0b0206cb6e7aa,2026-02-02,2026-02-03T05:06:00.203Z,697b1e2cc01f188423ea7e0f,true,true
69818086f7c0b0206cb6e7aa,2026-02-02,2026-02-03T05:06:00.203Z,697b1e2cc01f188423ea7e13,false,true
69818086f7c0b0206cb6e7aa,2026-02-02,2026-02-03T05:06:00.203Z,697b1e2cc01f188423ea7e14,false,false
69818086f7c0b0206cb6e7aa,2026-02-02,2026-02-03T05:06:00.203Z,697b1e2cc01f188423ea7e19,true,false
69818086f7c0b0206cb6e7aa,2026-02-02,2026-02-03T05:06:00.203Z,697b1e2cc01f188423ea7e18,true,true
69818086f7c0b0206cb6e7aa,2026-02-02,2026-02-03T05:06:00.203Z,697b1e2cc01f188423ea7e16,true,true
696dc548c6f1e9689723af89,2026-02-02,2026-02-03T10:14:59.036Z,697b1e2cc01f188423ea7e12,false,true
696dc548c6f1e9689723af89,2026-02-02,2026-02-03T10:14:59.036Z,697b1e2cc01f188423ea7e13,true,false
696dc548c6f1e9689723af89,2026-02-02,2026-02-03T10:14:59.036Z,697b1e2cc01f188423ea7e16,true,false
696dc548c6f1e9689723af89,2026-02-02,2026-02-03T10:14:59.036Z,697b1e2cc01f188423ea7e18,false,false
696ddd09c6f1e9689723f2b4,2026-02-02,2026-02-03T10:15:01.089Z,697b1e2cc01f188423ea7e0f,false,true
696ddd09c6f1e9689723f2b4,2026-02-02,2026-02-03T10:15:01.089Z,697b1e2cc01f188423ea7e17,true,false
696ddd09c6f1e9689723f2b4,2026-02-02,2026-02-03T10:15:01.089Z,697b1e2cc01f188423ea7e11,false,false
696ddd09c6f1e9689723f2b4,2026-02-02,2026-02-03T10:15:01.089Z,697b1e2cc01f188423ea7e18,true,false
696ddd09c6f1e9689723f2b4,2026-02-02,2026-02-03T10:15:01.089Z,697b1e2cc01f188423ea7e1a,true,true
696ddd09c6f1e9689723f2b4,2026-02-02,2026-02-03T10:15:01.089Z,697b1e2cc01f188423ea7e10,false,false
6971a89d02a54777460240a8,2026-02-02,2026-02-03T10:15:48.925Z,697b1e2cc01f188423ea7e13,true,false
6971a89d02a54777460240a8,2026-02-02,2026-02-03T10:15:48.925Z,697b1e2cc01f188423ea7e15,true,false
6971a89d02a54777460240a8,2026-02-02,2026-02-03T10:15:48.925Z,697b1e2cc01f188423ea7e16,false,false
6971a89d02a54777460240a8,2026-02-02,2026-02-03T10:15:48.925Z,697b1e2cc01f188423ea7e12,true,false
696ddc94c6f1e9689723ef15,2026-02-02,2026-02-03T10:20:56.699Z,697b1e2cc01f188423ea7e13,true,false
696ddc94c6f1e9689723ef15,2026-02-02,2026-02-03T10:20:56.699Z,697b1e2cc01f188423ea7e0f,true,false
696ddc94c6f1e9689723ef15,2026-02-02,2026-02-03T10:20:56.699Z,697b1e2cc01f188423ea7e10,true,false
696ddc94c6f1e9689723ef15,2026-02-02,2026-02-03T10:20:56.699Z,697b1e2cc01f188423ea7e14,true,false
696ddc94c6f1e9689723ef15,2026-02-02,2026-02-03T10:20:56.699Z,697b1e2cc01f188423ea7e1a,true,false
696ddc94c6f1e9689723ef15,2026-02-02,2026-02-03T10:20:56.699Z,697b1e2cc01f188423ea7e19,true,false
696ddc94c6f1e9689723ef15,2026-02-02,2026-02-03T10:20:56.699Z,697b1e2cc01f188423ea7e18,true,false
6971fb855dab9a102eb2b271,2026-02-02,2026-02-03T10:21:16.297Z,697b1e2cc01f188423ea7e11,true,false
6971fb855dab9a102eb2b271,2026-02-02,2026-02-03T10:21:16.297Z,697b1e2cc01f188423ea7e13,true,false
6971fb855dab9a102eb2b271,2026-02-02,2026-02-03T10:21:16.297Z,697b1e2cc01f188423ea7e15,true,false
6971fb855dab9a102eb2b271,2026-02-02,2026-02-03T10:21:16.297Z,697b1e2cc01f188423ea7e17,true,false
6971fb855dab9a102eb2b271,2026-02-02,2026-02-03T10:21:16.297Z,697b1e2cc01f188423ea7e0f,true,false
6971fb855dab9a102eb2b271,2026-02-02,2026-02-03T10:21:16.297Z,697b1e2cc01f188423ea7e12,true,false
696ddc99c6f1e9689723ef31,2026-02-02,2026-02-03T10:23:49.411Z,697b1e2cc01f188423ea7e1a,true,false
696ddc99c6f1e9689723ef31,2026-02-02,2026-02-03T10:23:49.411Z,697b1e2cc01f188423ea7e0f,true,false
696ddc99c6f1e9689723ef31,2026-02-02,2026-02-03T10:23:49.411Z,697b1e2cc01f188423ea7e18,true,false
696ddcde7c028268c457db57,2026-02-02,2026-02-03T10:23:53.277Z,697b1e2cc01f188423ea7e0f,true,false
696ddcde7c028268c457db57,2026-02-02,2026-02-03T10:23:53.277Z,697b1e2cc01f188423ea7e13,true,false
696ddcde7c028268c457db57,2026-02-02,2026-02-03T10:23:53.277Z,697b1e2cc01f188423ea7e1a,true,false
6981c4096e1ccd12c7ec0233,2026-02-02,2026-02-03T10:23:55.299Z,697b1e2cc01f188423ea7e0f,true,false
6981c4096e1ccd12c7ec0233,2026-02-02,2026-02-03T10:23:55.299Z,697b1e2cc01f188423ea7e13,true,false
6981c4096e1ccd12c7ec0233,2026-02-02,2026-02-03T10:23:55.299Z,697b1e2cc01f188423ea7e1a,true,false
696ddca8c6f1e9689723efd3,2026-02-02,2026-02-03T10:23:55.592Z,697b1e2cc01f188423ea7e0f,true,false
696ddca8c6f1e9689723efd3,2026-02-02,2026-02-03T10:23:55.592Z,697b1e2cc01f188423ea7e12,false,false
696ddca8c6f1e9689723efd3,2026-02-02,2026-02-03T10:23:55.592Z,697b1e2cc01f188423ea7e15,true,false
696ddca8c6f1e9689723efd3,2026-02-02,2026-02-03T10:23:55.592Z,697b1e2cc01f188423ea7e10,true,false
6971dfe3ab8e501024764488,2026-02-02,2026-02-03T15:10:26.191Z,697b1e2cc01f188423ea7e0f,true,false
6971dfe3ab8e501024764488,2026-02-02,2026-02-03T15:10:26.191Z,697b1e2cc01f188423ea7e11,true,false
6971dfe3ab8e501024764488,2026-02-02,2026-02-03T15:10:26.191Z,697b1e2cc01f188423ea7e17,true,false
6971dfe3ab8e501024764488,2026-02-02,2026-02-03T15:10:26.191Z,697b1e2cc01f188423ea7e10,false,false
69720fde5dab9a102eb3410a,2026-02-02,2026-02-03T15:37:19.270Z,697b1e2cc01f188423ea7e0f,true,false
69720fde5dab9a102eb3410a,2026-02-02,2026-02-03T15:37:19.270Z,697b1e2cc01f188423ea7e10,true,false
69720fde5dab9a102eb3410a,2026-02-02,2026-02-03T15:37:19.270Z,697b1e2cc01f188423ea7e11,true,false
69720fde5dab9a102eb3410a,2026-02-02,2026-02-03T15:37:19.270Z,697b1e2cc01f188423ea7e17,true,false
6971e7fbab8e501024767b33,2026-02-02,2026-02-03T17:08:53.192Z,697b1e2cc01f188423ea7e10,true,false
6971e7fbab8e501024767b33,2026-02-02,2026-02-03T17:08:53.192Z,697b1e2cc01f188423ea7e0f,true,false
6971e7fbab8e501024767b33,2026-02-02,2026-02-03T17:08:53.192Z,697b1e2cc01f188423ea7e11,true,false
6971e7fbab8e501024767b33,2026-02-02,2026-02-03T17:08:53.192Z,697b1e2cc01f188423ea7e17,true,false
6971e7fbab8e501024767b33,2026-02-03,2026-02-04T05:20:51.463Z,697b1e2cc01f188423ea7e10,true,false
6971e7fbab8e501024767b33,2026-02-03,2026-02-04T05:20:51.463Z,697b1e2cc01f188423ea7e0f,true,false
6971e7fbab8e501024767b33,2026-02-03,2026-02-04T05:20:51.463Z,697b1e2cc01f188423ea7e11,true,false
6971e7fbab8e501024767b33,2026-02-03,2026-02-04T05:20:51.463Z,697b1e2cc01f188423ea7e17,true,false
6971d0e7ab8e50102475973d,2026-02-03,2026-02-04T05:20:53.757Z,697b1e2cc01f188423ea7e17,true,false
6971d0e7ab8e50102475973d,2026-02-03,2026-02-04T05:20:53.757Z,697b1e2cc01f188423ea7e19,true,false
6971d0e7ab8e50102475973d,2026-02-03,2026-02-04T05:20:53.757Z,697b1e2cc01f188423ea7e18,true,false
6971ff025dab9a102eb2c7ca,2026-02-03,2026-02-04T05:42:26.426Z,697b1e2cc01f188423ea7e12,true,false
6971ff025dab9a102eb2c7ca,2026-02-03,2026-02-04T05:42:26.426Z,697b1e2cc01f188423ea7e15,true,false
6971ff025dab9a102eb2c7ca,2026-02-03,2026-02-04T05:42:26.426Z,697b1e2cc01f188423ea7e17,true,false
696ddc8e7c028268c457d8a1,2026-02-03,2026-02-04T05:42:49.534Z,697b1e2cc01f188423ea7e0f,true,false
696ddc8e7c028268c457d8a1,2026-02-03,2026-02-04T05:42:49.534Z,697b1e2cc01f188423ea7e15,true,false
696ddc8e7c028268c457d8a1,2026-02-03,2026-02-04T05:42:49.534Z,697b1e2cc01f188423ea7e17,true,false
69724cdb5dab9a102eb56a2a,2026-02-03,2026-02-04T05:43:03.747Z,697b1e2cc01f188423ea7e0f,false,false
69724cdb5dab9a102eb56a2a,2026-02-03,2026-02-04T05:43:03.747Z,697b1e2cc01f188423ea7e1a,true,true
69724cdb5dab9a102eb56a2a,2026-02-03,2026-02-04T05:43:03.747Z,697b1e2cc01f188423ea7e12,true,true
69724cdb5dab9a102eb56a2a,2026-02-03,2026-02-04T05:43:03.747Z,697b1e2cc01f188423ea7e19,false,false
6971d6885dab9a102eb17b8e,2026-02-03,2026-02-04T05:43:36.802Z,697b1e2cc01f188423ea7e0f,false,false
6971d6885dab9a102eb17b8e,2026-02-03,2026-02-04T05:43:36.802Z,697b1e2cc01f188423ea7e19,true,true
6971d6885dab9a102eb17b8e,2026-02-03,2026-02-04T05:43:36.802Z,697b1e2cc01f188423ea7e18,false,false
697ae9896864ae3d4877bd71,2026-02-03,2026-02-04T05:44:48.939Z,697b1e2cc01f188423ea7e17,true,true
697ae9896864ae3d4877bd71,2026-02-03,2026-02-04T05:44:48.939Z,697b1e2cc01f188423ea7e19,false,false
697ae9896864ae3d4877bd71,2026-02-03,2026-02-04T05:44:48.939Z,697b1e2cc01f188423ea7e0f,false,false
6971d3685dab9a102eb141f3,2026-02-03,2026-02-04T05:44:55.807Z,697b1e2cc01f188423ea7e0f,true,false
6971d3685dab9a102eb141f3,2026-02-03,2026-02-04T05:44:55.807Z,697b1e2cc01f188423ea7e10,true,false
6971d3685dab9a102eb141f3,2026-02-03,2026-02-04T05:44:55.807Z,697b1e2cc01f188423ea7e1a,true,false
6971d3685dab9a102eb141f3,2026-02-03,2026-02-04T05:44:55.807Z,697b1e2cc01f188423ea7e17,true,false
6971e23cab8e501024765410,2026-02-03,2026-02-04T05:44:57.532Z,697b1e2cc01f188423ea7e1a,true,false
6971e23cab8e501024765410,2026-02-03,2026-02-04T05:44:57.532Z,697b1e2cc01f188423ea7e18,true,false
6971e23cab8e501024765410,2026-02-03,2026-02-04T05:44:57.532Z,697b1e2cc01f188423ea7e17,true,false
6971dadc5dab9a102eb1af24,2026-02-03,2026-02-04T05:45:12.884Z,697b1e2cc01f188423ea7e0f,true,false
6971dadc5dab9a102eb1af24,2026-02-03,2026-02-04T05:45:12.884Z,697b1e2cc01f188423ea7e17,true,false
6971dadc5dab9a102eb1af24,2026-02-03,2026-02-04T05:45:12.884Z,697b1e2cc01f188423ea7e1a,true,false
6971b08d02a5477746026172,2026-02-03,2026-02-04T05:45:31.650Z,697b1e2cc01f188423ea7e17,true,false
6971b08d02a5477746026172,2026-02-03,2026-02-04T05:45:31.650Z,697b1e2cc01f188423ea7e1a,false,false
6971b08d02a5477746026172,2026-02-03,2026-02-04T05:45:31.650Z,697b1e2cc01f188423ea7e19,false,false
696ddd357c028268c457dec0,2026-02-03,2026-02-04T05:45:31.909Z,697b1e2cc01f188423ea7e10,true,false
696ddd357c028268c457dec0,2026-02-03,2026-02-04T05:45:31.909Z,697b1e2cc01f188423ea7e19,true,false
696ddd357c028268c457dec0,2026-02-03,2026-02-04T05:45:31.909Z,697b1e2cc01f188423ea7e15,true,false
696ddd4bc6f1e9689723f464,2026-02-03,2026-02-04T05:45:54.095Z,697b1e2cc01f188423ea7e19,true,false
696ddd4bc6f1e9689723f464,2026-02-03,2026-02-04T05:45:54.095Z,697b1e2cc01f188423ea7e12,true,false
696ddd4bc6f1e9689723f464,2026-02-03,2026-02-04T05:45:54.095Z,697b1e2cc01f188423ea7e15,true,false
696ddd4bc6f1e9689723f464,2026-02-03,2026-02-04T05:45:54.095Z,697b1e2cc01f188423ea7e1a,true,false
6971a77c2edad4557d61a602,2026-02-03,2026-02-04T05:46:10.910Z,697b1e2cc01f188423ea7e17,true,false
6971a77c2edad4557d61a602,2026-02-03,2026-02-04T05:46:10.910Z,697b1e2cc01f188423ea7e19,false,false
6971a77c2edad4557d61a602,2026-02-03,2026-02-04T05:46:10.910Z,697b1e2cc01f188423ea7e1a,false,false
697090804f32384a3ca51136,2026-02-03,2026-02-04T05:46:19.981Z,697b1e2cc01f188423ea7e13,false,false
697090804f32384a3ca51136,2026-02-03,2026-02-04T05:46:19.981Z,697b1e2cc01f188423ea7e1a,false,false
697090804f32384a3ca51136,2026-02-03,2026-02-04T05:46:19.981Z,697b1e2cc01f188423ea7e15,false,false
6971fd77ab8e501024772b23,2026-02-03,2026-02-04T05:46:53.158Z,697b1e2cc01f188423ea7e0f,false,false
6971fd77ab8e501024772b23,2026-02-03,2026-02-04T05:46:53.158Z,697b1e2cc01f188423ea7e13,false,false
6971fd77ab8e501024772b23,2026-02-03,2026-02-04T05:46:53.158Z,697b1e2cc01f188423ea7e17,false,false
6971fd77ab8e501024772b23,2026-02-03,2026-02-04T05:46:53.158Z,697b1e2cc01f188423ea7e18,false,false
6971fd77ab8e501024772b23,2026-02-03,2026-02-04T05:46:53.158Z,697b1e2cc01f188423ea7e1a,false,false
6971d3d2ab8e50102475bb7a,2026-02-03,2026-02-04T05:47:43.511Z,697b1e2cc01f188423ea7e17,true,false
6971d3d2ab8e50102475bb7a,2026-02-03,2026-02-04T05:47:43.511Z,697b1e2cc01f188423ea7e1a,true,false
6971d3d2ab8e50102475bb7a,2026-02-03,2026-02-04T05:47:43.511Z,697b1e2cc01f188423ea7e15,true,false
6971d3d2ab8e50102475bb7a,2026-02-03,2026-02-04T05:47:43.511Z,697b1e2cc01f188423ea7e0f,false,false
6971b04002a5477746025f87,2026-02-03,2026-02-04T05:50:00.768Z,697b1e2cc01f188423ea7e0f,true,true
6971b04002a5477746025f87,2026-02-03,2026-02-04T05:50:00.768Z,697b1e2cc01f188423ea7e10,true,true
6971b04002a5477746025f87,2026-02-03,2026-02-04T05:50:00.768Z,697b1e2cc01f188423ea7e13,true,true
6971b04002a5477746025f87,2026-02-03,2026-02-04T05:50:00.768Z,697b1e2cc01f188423ea7e1a,true,true
6971ec745dab9a102eb23576,2026-02-03,2026-02-04T05:51:01.748Z,697b1e2cc01f188423ea7e0f,false,false
6971ec745dab9a102eb23576,2026-02-03,2026-02-04T05:51:01.748Z,697b1e2cc01f188423ea7e17,true,false
6971ec745dab9a102eb23576,2026-02-03,2026-02-04T05:51:01.748Z,697b1e2cc01f188423ea7e1a,false,false
69708fd34f32384a3ca50f55,2026-02-03,2026-02-04T05:51:37.352Z,697b1e2cc01f188423ea7e1a,false,true
6971af9002a5477746025c55,2026-02-03,2026-02-04T05:52:15.464Z,697b1e2cc01f188423ea7e0f,true,false
6971af9002a5477746025c55,2026-02-03,2026-02-04T05:52:15.464Z,697b1e2cc01f188423ea7e18,true,false
6971af9002a5477746025c55,2026-02-03,2026-02-04T05:52:15.464Z,697b1e2cc01f188423ea7e17,true,false
6971af9002a5477746025c55,2026-02-03,2026-02-04T05:52:15.464Z,697b1e2cc01f188423ea7e11,true,false
6971d23aab8e50102475a42c,2026-02-03,2026-02-04T05:52:17.322Z,697b1e2cc01f188423ea7e19,false,false
6971d23aab8e50102475a42c,2026-02-03,2026-02-04T05:52:17.322Z,697b1e2cc01f188423ea7e13,true,false
6971d23aab8e50102475a42c,2026-02-03,2026-02-04T05:52:17.322Z,697b1e2cc01f188423ea7e18,false,false
6971b2dd2edad4557d61dca1,2026-02-03,2026-02-04T05:54:53.998Z,697b1e2cc01f188423ea7e0f,true,false
6971b2dd2edad4557d61dca1,2026-02-03,2026-02-04T05:54:53.998Z,697b1e2cc01f188423ea7e10,true,false
6971b2dd2edad4557d61dca1,2026-02-03,2026-02-04T05:54:53.998Z,697b1e2cc01f188423ea7e12,true,false
6971b2dd2edad4557d61dca1,2026-02-03,2026-02-04T05:54:53.998Z,697b1e2cc01f188423ea7e11,true,false
6971a89d02a54777460240a8,2026-02-03,2026-02-04T06:05:46.889Z,697b1e2cc01f188423ea7e13,true,false
6971a89d02a54777460240a8,2026-02-03,2026-02-04T06:05:46.889Z,697b1e2cc01f188423ea7e15,true,false
6971a89d02a54777460240a8,2026-02-03,2026-02-04T06:05:46.889Z,697b1e2cc01f188423ea7e16,false,false
6971a89d02a54777460240a8,2026-02-03,2026-02-04T06:05:46.889Z,697b1e2cc01f188423ea7e12,true,false
697217a15dab9a102eb385da,2026-02-03,2026-02-04T06:10:57.479Z,697b1e2cc01f188423ea7e0f,true,false
697217a15dab9a102eb385da,2026-02-03,2026-02-04T06:10:57.479Z,697b1e2cc01f188423ea7e11,true,false
697217a15dab9a102eb385da,2026-02-03,2026-02-04T06:10:57.479Z,697b1e2cc01f188423ea7e12,true,false
6971fc335dab9a102eb2b4af,2026-02-03,2026-02-04T07:25:30.527Z,697b1e2cc01f188423ea7e11,true,false
6971fc335dab9a102eb2b4af,2026-02-03,2026-02-04T07:25:30.527Z,697b1e2cc01f188423ea7e0f,true,false
6971fc335dab9a102eb2b4af,2026-02-03,2026-02-04T07:25:30.527Z,697b1e2cc01f188423ea7e10,true,false
6971fc335dab9a102eb2b4af,2026-02-03,2026-02-04T07:25:30.527Z,697b1e2cc01f188423ea7e12,true,false
697077fdf0a6d0214081c2e8,2026-02-03,2026-02-04T07:26:30.218Z,697b1e2cc01f188423ea7e12,true,false
697077fdf0a6d0214081c2e8,2026-02-03,2026-02-04T07:26:30.218Z,697b1e2cc01f188423ea7e11,true,false
697077fdf0a6d0214081c2e8,2026-02-03,2026-02-04T07:26:30.218Z,697b1e2cc01f188423ea7e0f,true,false
6971fb855dab9a102eb2b271,2026-02-03,2026-02-04T07:28:23.067Z,697b1e2cc01f188423ea7e11,true,false
6971fb855dab9a102eb2b271,2026-02-03,2026-02-04T07:28:23.067Z,697b1e2cc01f188423ea7e13,true,false
6971fb855dab9a102eb2b271,2026-02-03,2026-02-04T07:28:23.067Z,697b1e2cc01f188423ea7e15,true,false
6971fb855dab9a102eb2b271,2026-02-03,2026-02-04T07:28:23.067Z,697b1e2cc01f188423ea7e17,true,false
6971fb855dab9a102eb2b271,2026-02-03,2026-02-04T07:28:23.067Z,697b1e2cc01f188423ea7e0f,true,false
6971fb855dab9a102eb2b271,2026-02-03,2026-02-04T07:28:23.067Z,697b1e2cc01f188423ea7e12,true,false
